match_id,radiant_win
6,0.843007174247
7,0.78220459078
10,0.185315814759
13,0.858587010952
16,0.252188873397
18,0.499079977477
19,0.610034141397
24,0.623580142185
33,0.186661738289
37,0.70586265053
41,0.180427652352
42,0.429221081169
55,0.29334789964
60,0.708970472909
62,0.539060786972
63,0.777272243003
64,0.0897958665501
71,0.546739332624
72,0.319615313117
83,0.341315611678
85,0.842505890223
89,0.937230605486
92,0.673883699924
100,0.959111982116
102,0.869726714565
108,0.649976653428
111,0.719728916348
126,0.157359770044
130,0.0505669789274
140,0.808850490315
141,0.239647243091
152,0.81549980969
153,0.782149347126
159,0.561692236561
160,0.572569006575
163,0.533657697682
178,0.588761835816
179,0.557052740961
181,0.678747160314
196,0.139222739612
206,0.140093407457
209,0.677144440136
216,0.579947540231
228,0.0464611495043
230,0.513069446507
242,0.72377885674
245,0.12373531904
261,0.574132469754
274,0.677310787559
282,0.81600414452
289,0.53042802836
296,0.0891689880743
297,0.785077642421
302,0.36110500484
304,0.036937799412
313,0.83690120916
316,0.374332027235
317,0.484875063614
344,0.891889280883
348,0.736557758698
352,0.631814840041
354,0.558442806069
361,0.496985895492
362,0.227649575162
363,0.861714906972
365,0.342553646007
375,0.436291512989
380,0.360783590805
384,0.55180013216
394,0.79397457864
399,0.739856220368
404,0.727641316729
406,0.687381003352
430,0.11888499599
432,0.326683594562
443,0.392277845862
463,0.585375126505
467,0.543811742463
474,0.124589615993
488,0.314615654205
502,0.916130869368
503,0.272633237623
507,0.254978138086
508,0.460323469597
509,0.453279188468
516,0.356767517867
528,0.417668695207
542,0.710668854992
547,0.250743128336
552,0.630427799564
555,0.658468573561
561,0.503959217843
569,0.847930673357
575,0.960449300689
576,0.779443208126
582,0.236937189491
585,0.439515440243
586,0.477556203459
590,0.782447722001
592,0.240350020487
598,0.374109236013
599,0.231847184074
600,0.723802994677
601,0.493646590284
603,0.302751001461
617,0.545217555511
628,0.606993604674
634,0.154317350063
635,0.236676656912
639,0.49729817602
644,0.595127438318
646,0.713421849785
650,0.102504877849
659,0.824638625433
663,0.432635007838
668,0.617266869306
670,0.433793131698
678,0.430296610153
679,0.231515324614
686,0.800370836633
694,0.263951138744
696,0.863022342908
702,0.892568421753
709,0.17424427152
712,0.34175322863
723,0.24006206758
729,0.384644757029
733,0.823411680833
735,0.303917070051
737,0.30033784476
749,0.735292787403
752,0.605170439535
767,0.935422979615
771,0.182707818789
778,0.678494257307
780,0.769566733271
790,0.442215873801
797,0.415858780947
802,0.254387868837
805,0.720271780731
807,0.738635534984
808,0.903970596518
811,0.427830245458
815,0.174488650454
820,0.861298539282
838,0.152820133026
861,0.193461893064
886,0.223394966923
889,0.0807204522144
904,0.71790365848
913,0.368160269792
928,0.764597098455
931,0.519042177858
932,0.823122010797
945,0.827436181272
953,0.878965614366
955,0.512986033976
970,0.554912042818
972,0.44220597346
978,0.671109734308
982,0.866478904883
983,0.718985613201
984,0.394304810625
987,0.553355586905
1000,0.511986995871
1006,0.473365969466
1014,0.738060081516
1030,0.608315051033
1037,0.689774114094
1044,0.681879827066
1046,0.79936172463
1048,0.406183879078
1053,0.884800173546
1057,0.706265337155
1077,0.860895415418
1085,0.975948023856
1087,0.715505390562
1088,0.799454150456
1096,0.183879929117
1098,0.958600381657
1100,0.151084921149
1113,0.737314973516
1119,0.701504932906
1127,0.549140474139
1142,0.350838257694
1148,0.427031070186
1157,0.25015645149
1158,0.718367648762
1163,0.364706754501
1167,0.553858133251
1168,0.36705292003
1181,0.0955940923199
1183,0.181145804763
1191,0.653378464983
1192,0.198818807345
1198,0.731556382002
1216,0.144997408843
1218,0.658172588276
1221,0.956043493471
1222,0.454186278392
1225,0.207477838606
1226,0.46134029675
1230,0.377296678888
1242,0.749238819179
1247,0.563550907544
1253,0.416106963735
1259,0.556894017066
1271,0.887078484562
1282,0.46377969355
1284,0.939751648542
1293,0.410319664281
1294,0.630330007661
1298,0.787865596749
1306,0.632024290399
1316,0.658974839214
1321,0.302384912771
1331,0.480578561769
1336,0.141840303216
1341,0.38559609013
1348,0.541227980674
1356,0.895812301321
1384,0.315167577059
1389,0.624440655994
1391,0.693226676782
1413,0.797693999943
1419,0.655509753099
1426,0.838932728187
1440,0.642487119282
1445,0.58471930874
1465,0.454657943003
1470,0.493025882265
1472,0.583029751529
1484,0.590636875751
1485,0.105336465875
1486,0.844312353702
1488,0.602347556428
1498,0.045843645227
1508,0.71624421051
1518,0.83337575062
1526,0.258255986292
1527,0.85458651877
1528,0.465644718261
1540,0.669801647712
1546,0.341691594241
1551,0.845484937353
1564,0.779643725416
1565,0.901736543988
1568,0.968638619661
1572,0.607583932126
1573,0.0659515451719
1581,0.437475431719
1585,0.877996099734
1588,0.254536755625
1595,0.239844628546
1596,0.265195774413
1603,0.459865304378
1615,0.587503886993
1621,0.345939172845
1623,0.294415393052
1630,0.354251261224
1636,0.803644156752
1642,0.226076767487
1654,0.619187988069
1657,0.870341846155
1665,0.466327076746
1666,0.80551792297
1676,0.727817080955
1678,0.539622600163
1683,0.514853520095
1685,0.112480212897
1687,0.0187731018175
1690,0.248058604249
1702,0.431825895091
1703,0.275794516356
1714,0.459516281436
1716,0.61401226101
1726,0.18855427315
1748,0.267382599177
1750,0.216250628216
1762,0.952649734218
1765,0.109088018638
1767,0.558211886441
1773,0.322792846066
1774,0.44804383268
1776,0.711957177288
1782,0.852082141851
1799,0.5543554122
1803,0.437523633917
1811,0.237860745633
1820,0.517202286863
1823,0.849096698214
1864,0.684435550566
1871,0.470310691747
1874,0.114429585389
1878,0.392368480837
1888,0.751469064882
1895,0.855993705129
1896,0.420167019768
1899,0.537482173989
1901,0.522346158943
1903,0.677474762254
1913,0.131728585728
1935,0.827646980436
1946,0.276376797115
1958,0.6768601823
1960,0.684728203264
1968,0.402331673452
1969,0.534080441081
1973,0.316021928007
1974,0.502520489639
1977,0.403121319352
1992,0.590097601873
1995,0.202635399257
2001,0.712021567573
2017,0.474983727244
2018,0.371076368303
2020,0.435752464006
2021,0.425678131128
2027,0.379191262467
2036,0.508637190673
2040,0.259807551319
2041,0.215518643565
2047,0.951015396989
2049,0.361948197854
2059,0.271568839303
2066,0.334165580796
2068,0.529022115244
2069,0.771331834673
2081,0.437053930457
2083,0.433062947509
2084,0.914746567127
2085,0.931948861109
2096,0.438112341651
2104,0.173809520538
2105,0.226593655302
2110,0.4339972681
2112,0.0887411589847
2115,0.478870759299
2120,0.0919472130549
2121,0.118222633701
2125,0.853785685235
2128,0.620997797886
2129,0.278504375482
2138,0.56273290777
2159,0.825797003377
2160,0.224808884996
2180,0.516309368512
2181,0.619512901637
2183,0.800041297239
2189,0.123307848276
2192,0.571945651106
2193,0.896332034009
2197,0.127823804344
2201,0.318311514828
2206,0.841206965923
2208,0.800279159349
2210,0.738035323248
2212,0.604380457709
2220,0.530671498511
2226,0.639923784191
2227,0.0897480443365
2229,0.471418438653
2233,0.222601573258
2234,0.936809578634
2237,0.507420460483
2238,0.504214596961
2246,0.3208118949
2248,0.364200055189
2265,0.422490813846
2268,0.386371784382
2270,0.797473527728
2276,0.735583630109
2278,0.867222086175
2290,0.589382859301
2298,0.453333030704
2305,0.109287899517
2320,0.57916363523
2325,0.461258018978
2329,0.839612963679
2342,0.651070997694
2352,0.267610053638
2387,0.52730297164
2397,0.231200531448
2399,0.593681887359
2401,0.567358434277
2404,0.333977998572
2411,0.695056422613
2422,0.665069681605
2424,0.726722829665
2425,0.202880280025
2429,0.18047558786
2433,0.485638044095
2434,0.631476710628
2436,0.157567694644
2440,0.176291490834
2448,0.562146133734
2458,0.673130530496
2460,0.250031409078
2466,0.806564280435
2473,0.428836707258
2479,0.406371701238
2493,0.257968427435
2504,0.205449968465
2524,0.775794242959
2526,0.984244438174
2531,0.318607364546
2532,0.0591579353675
2546,0.321477512549
2561,0.895788201897
2565,0.171036415928
2570,0.612712814719
2579,0.595062670636
2581,0.325541574493
2592,0.676603775729
2593,0.256274739299
2594,0.336047536926
2618,0.800241891319
2628,0.431079933671
2638,0.323627304264
2647,0.61973630663
2654,0.680106148292
2655,0.443084767366
2669,0.383343298778
2674,0.543005178532
2677,0.781745008149
2687,0.436823653203
2689,0.188164303219
2694,0.588222773013
2702,0.354757209375
2704,0.931322129379
2706,0.919711151625
2712,0.100636131949
2716,0.363230652241
2727,0.311423423532
2729,0.35625418734
2738,0.855143939028
2739,0.270981907351
2745,0.860773705131
2759,0.747632650036
2766,0.631507210737
2767,0.505427373807
2773,0.210424042881
2778,0.737499878059
2783,0.640484898775
2788,0.671939231909
2792,0.583712141399
2803,0.466136861822
2808,0.185380277682
2816,0.43351976992
2821,0.940776774917
2826,0.828212368556
2840,0.531008184968
2844,0.784479298325
2846,0.314540549776
2847,0.375741829451
2857,0.650580659398
2861,0.279678677448
2888,0.573569349554
2903,0.694638662113
2904,0.379273834011
2907,0.179399131903
2909,0.267617365844
2910,0.436029564917
2915,0.408479430479
2918,0.669892078619
2920,0.531798058386
2926,0.314931522278
2929,0.913585869565
2947,0.540288649471
2950,0.579056385979
2952,0.524595624547
2953,0.48584615363
2956,0.261693010449
2961,0.588217767006
2962,0.934500288877
2967,0.198769703682
2973,0.707412975186
2974,0.466426275043
2981,0.571168982492
3001,0.250371299651
3006,0.0928325581374
3007,0.716010682679
3008,0.6593352629
3014,0.481833842457
3022,0.450763717069
3032,0.573071766788
3033,0.91958136055
3043,0.627887022139
3048,0.193335395075
3061,0.314302837688
3063,0.310803138098
3087,0.653996689976
3088,0.547257318049
3096,0.0526764068846
3102,0.109996073873
3111,0.531628437459
3119,0.73180344044
3122,0.564241630819
3126,0.657747828283
3131,0.438847858358
3132,0.434292073739
3145,0.852176672389
3154,0.464964877482
3178,0.520893770566
3186,0.430264817097
3187,0.686660484819
3189,0.528056536796
3191,0.912086980759
3192,0.942209656781
3199,0.453600929206
3211,0.440905451431
3224,0.485421703227
3225,0.432402451476
3231,0.484084268856
3235,0.434643762178
3237,0.665511730619
3240,0.169054968869
3242,0.734432301594
3254,0.847027399958
3256,0.442100809163
3257,0.399897741787
3289,0.54003645444
3294,0.454972108542
3301,0.343272101915
3302,0.275890733656
3314,0.520712587724
3326,0.626240968715
3332,0.730617593555
3345,0.54465148776
3349,0.694942746553
3357,0.735156198641
3380,0.36398063609
3389,0.782327979706
3397,0.895421867588
3399,0.657861430341
3407,0.867922464052
3411,0.307605164478
3413,0.548216680153
3417,0.206694994007
3418,0.0546900573636
3426,0.814141992123
3443,0.136577672884
3456,0.893618954205
3464,0.850127360465
3467,0.735895498956
3473,0.679643486731
3479,0.134762247887
3481,0.879959141907
3492,0.642611321644
3498,0.919469075101
3499,0.522010706738
3505,0.708656851326
3529,0.483361715393
3535,0.307525123141
3540,0.334808480554
3561,0.667212400931
3564,0.918442329406
3574,0.508403491798
3590,0.808116357818
3592,0.246018013892
3596,0.914226468743
3604,0.138593983802
3620,0.739036000029
3623,0.293860895711
3632,0.855415768043
3641,0.290138705243
3647,0.172674732617
3653,0.0802444350108
3656,0.388159454885
3667,0.686042582379
3672,0.458015831473
3683,0.639612206841
3695,0.534511364417
3717,0.443303894896
3736,0.325680400593
3740,0.389706620535
3753,0.534371922289
3769,0.634656533524
3771,0.671028741778
3787,0.963843713607
3790,0.282406090225
3792,0.807364080445
3801,0.334464681468
3806,0.817525393676
3812,0.0653934333786
3815,0.833064038228
3840,0.785332025221
3846,0.560882754771
3858,0.634425729245
3872,0.303363267487
3873,0.286639121242
3874,0.643859387311
3876,0.876410978055
3880,0.587879902425
3882,0.444868946592
