match_id,radiant_win
6,0.823509912359
7,0.786489038382
10,0.172144075366
13,0.858996210422
16,0.229976665288
18,0.389020996148
19,0.596317794547
24,0.648092574047
33,0.185310443575
37,0.65795292904
41,0.158825030047
42,0.421201211723
55,0.246948889609
60,0.733171379705
62,0.568920619339
63,0.735894333327
64,0.0975364165893
71,0.554329513578
72,0.343033730376
83,0.343601003077
85,0.840985848416
89,0.941639783951
92,0.681772279713
100,0.958000279324
102,0.851069207565
108,0.669656129042
111,0.664381973016
126,0.168940774875
130,0.0588276566007
140,0.827415698759
141,0.235701955098
152,0.8304546267
153,0.788038553325
159,0.57628422848
160,0.570092271901
163,0.472151919555
178,0.637043150466
179,0.571446416006
181,0.678473280392
196,0.130224688754
206,0.136905250052
209,0.636279460635
216,0.584215815158
228,0.069789011445
230,0.540283188132
242,0.735712496411
245,0.137577546242
261,0.585197524525
274,0.629936037007
282,0.789276234802
289,0.512675582477
296,0.0954516022837
297,0.724853745187
302,0.340082582255
304,0.0306506662864
313,0.828250223289
316,0.374733698083
317,0.453862162781
344,0.887568175502
348,0.758858440036
352,0.586554663577
354,0.585767870296
361,0.592464801458
362,0.221951327682
363,0.859632492382
365,0.347199198046
375,0.440063928628
380,0.37346666284
384,0.553735597559
394,0.794080476565
399,0.716611044896
404,0.751440453258
406,0.674133115872
430,0.123645730821
432,0.30999793173
443,0.4267595882
463,0.561395526138
467,0.515874267825
474,0.146417741624
488,0.337955362107
502,0.919060908967
503,0.265868618535
507,0.28804547801
508,0.474765759375
509,0.447199709144
516,0.345076663645
528,0.285211932848
542,0.676024229299
547,0.199490408171
552,0.633747804937
555,0.652853437482
561,0.512318095779
569,0.832427352847
575,0.957164058297
576,0.791002187814
582,0.255436253104
585,0.445262925852
586,0.449721038161
590,0.778518789764
592,0.283110739634
598,0.380516119616
599,0.228757980388
600,0.72483128751
601,0.444372567067
603,0.2942059469
617,0.514732547743
628,0.528556552718
634,0.17079686016
635,0.227684398972
639,0.519390660203
644,0.637013332602
646,0.686541520946
650,0.100931160821
659,0.80637985954
663,0.427320863154
668,0.659214232441
670,0.387834696171
678,0.440690062364
679,0.248084852814
686,0.788355305937
694,0.308863666207
696,0.866919263256
702,0.89553235421
709,0.203189995111
712,0.33726420366
723,0.169557780279
729,0.365081966162
733,0.834774538213
735,0.34496222059
737,0.330190677145
749,0.718281320761
752,0.606602414112
767,0.925150618345
771,0.168981368313
778,0.656268718846
780,0.770509146815
790,0.49290829095
797,0.39634177691
802,0.268783056123
805,0.751221818423
807,0.738209482006
808,0.886817240662
811,0.453273730863
815,0.16155194814
820,0.868968375335
838,0.16436536605
861,0.244776006825
886,0.248302663385
889,0.0864052619611
904,0.696530289257
913,0.361822976127
928,0.816229022326
931,0.576065862166
932,0.807220839018
945,0.817845459354
953,0.877112683858
955,0.4905257036
970,0.583248562476
972,0.429333122781
978,0.683281195325
982,0.849861420771
983,0.702535687425
984,0.420646163594
987,0.537587393653
1000,0.511529884904
1006,0.487155528131
1014,0.75592227865
1030,0.624401295604
