match_id,radiant_win
6,0.564811113418
7,0.66184461578
10,0.345598619593
13,0.885052655157
16,0.246325704713
18,0.477906124005
19,0.605517182117
24,0.701273473496
33,0.320590317438
37,0.470918602343
41,0.346695153659
42,0.496194516542
55,0.258708640885
60,0.763918265947
62,0.617007011487
63,0.382494793274
64,0.231865003635
71,0.641217757273
72,0.424868768625
83,0.425779009646
85,0.708391732601
89,0.86763381588
92,0.693035957857
100,0.878436381466
102,0.713359610027
108,0.641944080158
111,0.777571131718
126,0.152025150615
130,0.0571471325887
140,0.813548812338
141,0.379498830959
152,0.813969414238
153,0.560655340975
159,0.602796790141
160,0.565424470932
163,0.49028696216
178,0.623605418215
179,0.429056940526
181,0.68004050503
196,0.166267877877
206,0.228019600103
209,0.608618513163
216,0.649774437054
228,0.160239267247
230,0.446046956054
242,0.614244630248
245,0.226574213851
261,0.501379106202
274,0.562078635882
282,0.622741094418
289,0.399709017455
296,0.200374324122
297,0.564491411651
302,0.383449064653
304,0.0753833847912
313,0.806696497878
316,0.466212213071
317,0.521519310232
344,0.734284278451
348,0.766538642073
352,0.576797954806
354,0.623538019532
361,0.512605129194
362,0.200678858736
363,0.757942751675
365,0.527459111468
375,0.325524713521
380,0.506596984658
384,0.58731042192
394,0.76992486868
399,0.647034105378
404,0.821657746419
406,0.665709468837
430,0.165066335234
432,0.562240535584
443,0.483936033507
463,0.631927307474
467,0.615577776031
474,0.550786198089
488,0.412819341861
502,0.767759757569
503,0.239213594203
507,0.386297522822
508,0.216611076462
509,0.347049308019
516,0.340524447563
528,0.382101593217
542,0.64806433784
547,0.340140633662
552,0.743830223452
555,0.562489792773
561,0.786549865695
569,0.572303864914
575,0.860856797614
576,0.910369929641
582,0.157537449894
585,0.712132513616
586,0.429030923669
590,0.792864390334
592,0.315174507092
598,0.385132546005
599,0.391405498609
600,0.756619758255
601,0.445416577479
603,0.301341512671
617,0.589315752822
628,0.321310804165
634,0.155794616903
635,0.204173368519
639,0.359757107516
644,0.555369687979
646,0.75428524409
650,0.140436977498
659,0.828605812105
663,0.716469495196
668,0.606475941115
670,0.299502410129
678,0.626037723874
679,0.472113215992
686,0.586892519695
694,0.289307606697
696,0.787101785432
702,0.725565852689
709,0.594429865628
712,0.55754645405
723,0.18547004839
729,0.444281409256
733,0.857957872743
735,0.49945936137
737,0.444660517539
749,0.253962036818
752,0.514822279163
767,0.879448522435
771,0.190488767826
778,0.666049577007
780,0.770924395435
790,0.283628541924
797,0.542841118543
802,0.32791312176
805,0.642245338706
807,0.862643713836
808,0.590470769703
811,0.386597254628
815,0.330597122951
820,0.787151022726
838,0.227917184614
861,0.128915053307
886,0.211539541179
889,0.209354783846
904,0.661384970596
913,0.614827192744
928,0.593923035694
931,0.592847772232
932,0.406390300931
945,0.79019496549
953,0.695033557664
955,0.391373411374
970,0.606212765894
972,0.43672498277
978,0.63811489269
982,0.667430697244
983,0.638429571652
984,0.280904972789
987,0.597175027882
1000,0.361954233185
1006,0.754942828538
1014,0.518546910232
1030,0.693087186612
1037,0.605119159961
1044,0.386375945764
1046,0.779814169013
1048,0.373402332922
1053,0.756103050533
1057,0.587992332326
1077,0.877343951702
1085,0.934824251628
1087,0.76988178543
1088,0.560358798921
1096,0.139710406701
1098,0.905084087596
1100,0.142749937281
1113,0.815473200558
1119,0.644692385775
1127,0.628437144764
1142,0.350647965535
1148,0.426433035685
1157,0.263312257532
1158,0.698249527045
1163,0.516514145514
1167,0.613865190947
1168,0.347002832672
1181,0.141217346629
1183,0.461465504926
1191,0.695777583476
1192,0.209191553729
1198,0.816388212901
1216,0.351460633365
1218,0.401990390682
1221,0.786310947078
1222,0.338277406075
1225,0.249319073057
1226,0.411358690522
1230,0.176867401114
1242,0.78414782124
1247,0.573326407201
1253,0.371512574749
1259,0.766904546061
1271,0.598381434275
1282,0.474470630814
1284,0.950204495609
1293,0.603084862553
1294,0.66551879373
1298,0.50517971704
1306,0.777463058669
1316,0.542631269091
1321,0.330248224572
1331,0.455365299328
1336,0.260634611936
1341,0.492073544337
1348,0.628425344207
1356,0.88750152576
1384,0.3881414826
1389,0.494617366541
1391,0.610152825828
1413,0.664796862319
1419,0.334418492799
1426,0.868411419981
1440,0.547170317785
1445,0.617373180839
1465,0.354610250538
1470,0.566326982762
1472,0.5035946775
1484,0.5657800477
1485,0.133727390183
1486,0.778446736351
1488,0.695203710875
1498,0.182894362743
1508,0.660178528118
1518,0.782509520492
1526,0.28601322621
1527,0.690794284232
1528,0.324725268903
1540,0.616907429892
1546,0.433455721113
1551,0.839714560015
1564,0.47289811096
1565,0.897368685046
1568,0.950629613815
1572,0.442171836033
1573,0.0933261819374
1581,0.619066226701
1585,0.849437833699
1588,0.237985978468
1595,0.252038164885
1596,0.316181914841
1603,0.425307896614
1615,0.658160352425
1621,0.454266641854
1623,0.448520834484
1630,0.645843003144
1636,0.647431663971
1642,0.298326721582
1654,0.617450749485
1657,0.826827836929
1665,0.350568685009
1666,0.787410886495
1676,0.792466288886
1678,0.547787689294
1683,0.647211910526
1685,0.265172230291
1687,0.102335970797
1690,0.237983854113
1702,0.482996488778
1703,0.248939547538
1714,0.328042229687
1716,0.590475598923
1726,0.212311151565
1748,0.420468739951
1750,0.437408547241
1762,0.953817906754
1765,0.258612696889
1767,0.413067547808
1773,0.519506933847
1774,0.338497228479
1776,0.677107924708
1782,0.872337198725
1799,0.275967032565
1803,0.446764520015
1811,0.497264369252
1820,0.172077414939
1823,0.829616384634
1864,0.731920363269
1871,0.395896072311
1874,0.0973199630792
1878,0.414222071025
1888,0.588765907414
1895,0.70059970458
1896,0.345439191873
1899,0.281193131037
1901,0.42993968332
1903,0.788670026182
1913,0.157789417166
1935,0.748444080286
1946,0.332686690441
1958,0.580793442429
1960,0.661095007847
1968,0.388811164103
1969,0.52693731257
1973,0.425909758853
1974,0.460026630251
1977,0.41905647901
1992,0.602954525493
1995,0.288543401432
2001,0.644896818211
2017,0.420530939093
2018,0.1799344308
2020,0.457420448894
2021,0.642469028828
2027,0.5412366576
2036,0.623459383654
2040,0.216980020833
2041,0.332025666577
2047,0.893889013616
2049,0.320589938867
2059,0.427670024938
2066,0.246318252818
2068,0.449015040295
2069,0.683986518016
2081,0.386862152854
2083,0.566666255009
2084,0.764307074182
2085,0.901737061869
